url,title,summary,content_type,issue_id
https://nick.groenen.me/posts/rust-error-handling/,Structuring and handling errors in 2020,"An article that explains the rationale of approaching error handling
differently for libraries than for applications in Rust. It showcases both
approaches using [anyhow](https://crates.io/crates/anyhow) and
[thiserror](https://crates.io/crates/thiserror).

Beware of the performance hit of using anyhow though. The comment at the end
explains the trade-off well.",text,2020-W21
https://www.typography.com/blog/text-for-proofing-fonts,Text for proofing fonts,"An article discussing the actual usefulness of pangrams for font design and an
alternative aiming to be more adequate for language-based singularities.",text,2020-W21
https://blog.datomic.com/2017/01/the-ten-rules-of-schema-growth.html,The Ten Rules of Schema Growth,"An article on database schema evolution and how to think about them in a
non-destructive way.",text,2020-W21
https://geoman.io/leaflet-geoman,Leaflet-Geoman,A tool to edit Leaflet geometries.,text,2020-W22
https://mathvault.ca/math-glossary,The Definitive Glossary of Higher Mathematical Jargon,A glossary of 106 terms related to mathematics.,text,2020-W22
https://www.expressionsofchange.org/reification-of-interaction/,CLIs are reified UIs,"An article looking at the debate between Graphical User interfaces (GUIs) and
Command Line Interfaces (CLIs) from a different angle.",text,2020-W22
http://karolis.koncevicius.lt/posts/fast_navigation_in_terminal_coming_full_cirlce/,Fast Navigation in Terminal: Coming Full Circle,"An article describing the author's experience trying to remove friction whilst
navigating directories.",text,2020-W22
https://tauri.studio,Tauri,"A tool to build applications for the major desktop platforms.

Although it is still early days, it aims to be a more efficient alternative to
Electron.",text,2020-W22
https://github.com/ijl/orjson,Orjson,"A Python library written in Rust to manage JSON. The authors claim it is
faster and more correct than the way offered by the standard library.",text,2020-W22
https://scriptingosx.com/2019/06/moving-to-zsh/,Moving to zsh,A tutorial to get started with ZSH.,text,2020-W23
https://www.jamisbuck.org/mazes/,Maze Algorithms,A showcase of maze algorithms.,text,2020-W23
https://www.sqlite.org/src/thisdayinhistory?today=2020-05-29,SQLite turns 20,"The timeline for SQLite, only showing the birth day (2020-05-29).

Besides celebrating 20 years of existence of one of the most used databases,
this link shows an interesting feature of
[Fossil](https://fossil-scm.org/home/doc/trunk/www/index.wiki) the version
control system used by SQLite, from the same authors, using SQLite as a
storage system.",text,2020-W23
http://www.hackerfactor.com/blog/?/archives/432-Looks-Like-It.html,Looks Like It,"An article explaining the mechanics of a perceptual hash algorithm and how it
helps in finding similar images.",text,2020-W23
https://www.serverlessops.io/blog/hello-serverless,Hello Serverless,A series on how to approach serverless systems with AWS.,text,2020-W23
https://penrose.ink/siggraph20,Penrose: from mathematical notation to beautiful diagrams,"A paper introducing Penrose, a mathematical notation that translates to one or
more visual representations.",text,2020-W23
https://untools.co/,Tools for better thinking,"A catalogue of techniques to aid analysing a problem with examples for each
technique.",text,2020-W24
https://octobus.net/blog/2020-06-05-not-everything-is-utf8.html,Not everything is UTF-8,"An article showing why programmers can't always afford to assume strings are
UTF-8.",text,2020-W24
https://www.nngroup.com/articles/flat-ui-less-attention-cause-uncertainty/,Flat UI Elements Attract Less Attention and Cause Uncertainty,A study on the effectiveness of flat user interfaces.,text,2020-W24
https://commoncog.com/blog/tacit-knowledge-is-a-real-thing/,Why Tacit Knowledge is More Important Than Deliberate Practice,"An article introducing the concept of “Tacit knowledge” and how it relates to
Naturalistic Decision Making.

You may want to also consider
[The Problems with Deliberate Practice](https://commoncog.com/blog/the-problems-with-deliberate-practice/) from the
same author.",text,2020-W24
https://dropbox.tech/application/speeding-up-a-git-monorepo-at-dropbox-with--200-lines-of-code,Speeding up a Git monorepo at Dropbox with <200 lines of code,"An article about the journey Dropbox went through to improve their version
control system responsiveness and the overall developer experience.",text,2020-W24
https://blog.jupyter.org/a-jupyter-kernel-for-sqlite-9549c5dcf551,A Jupyter kernel for SQLite,"An article anouncing the [xeus-sqlite](https://xeus-sqlite.readthedocs.io)
project that will bring first-class SQLite interaction in Jupyter notebooks.",text,2020-W24
https://github.com/chmln/sd,Intuitive find & replace CLI (sed alternative),"A tool to replace [`sed`](https://linux.die.net/man/1/sed). It offers less
backslashes and more familiar regular expressions.",text,2020-W25
https://journals.sagepub.com/doi/10.1177/2631787720929704,Playing the Bullshit Game: How Empty and Misleading Communication Takes Over Organizations,A paper that argues that bullshit is a social practice.,text,2020-W25
https://blog.piekniewski.info/2020/06/08/ai-the-no-bullshit-approach/,AI - the no bullshit approach,"An article analysing the landscape of constructing computer programs and what
are the shortcomings of the current hybrid approaches.",text,2020-W25
https://www.youtube.com/watch?v=8O0Nt9qY_vo,Crust of Rust: Smart Pointers and Interior Mutability,"A video on the differences of different smart pointers in Rust such as `Cell`,
`RefCell` and `Rc`.",video,2020-W25
https://mathtocode.com/,Math to code,An interactive tutorial to learn [NumPy](https://numpy.org/).,text,2020-W25
https://camunda.com/products/modeler/,BPMN Modeler,"A tool to create flow diagrams in [BPMN](https://www.omg.org/spec/BPMN/2.0/)
based on [bpmn-js](https://bpmn.io/)

The [tutorial](https://camunda.com/bpmn/) from the same people is much more
palatable than the OMG specification.",text,2020-W25
https://www.skoumal.com/en/parallel-read-and-write-in-sqlite/,Parallel read and write in SQLite,"An article on how locks, journals and Work-Ahead Logs work in SQLite.",text,2020-W26
https://thomazleite.com/posts/development-with-nix-python/,Development with Nix: Python,A short tutorial on using Nix to harness Python dependency management.,text,2020-W26
https://www.assemblyscript.org/,A language made for WebAssembly,"A programming language that takes a subset of TypeScript and targets
WebAssembly.",text,2020-W26
https://r2c.dev/blog/2020/hardcoded-secrets-unverified-tokens-and-other-common-jwt-mistakes/,"Hardcoded secrets, unverified tokens, and other common JWT mistakes","An article analysing the security weaknesses of 2000 npm modules in their use
of JWT (RFC 7519).

Make sure to check [Semgrep](https://semgrep.live) a command-line
tool for offline static analysis.",text,2020-W26
https://blog.burntsushi.net/csv/,Rust and CSV parsing,"An article on how to use and optimise reding and writing CSV. If you think CSV
is simple, this article is for you.

If you are into CSV, check [BaDSV](https://github.com/RocketRace/badsv) for a
treat.",text,2020-W26
https://sachanganesh.com/programming/graph-tree-traversals-in-rust/,Graph & Tree Traversals in Rust,"A tutorial on how to implement a tree data structure in Rust such that it can
be iterated and mutated. It's one of the nicest introductions to arena
allocators I've seen so far.",text,2020-W26
https://rx.cloudhead.io/,rx: Modern and minimalist pixel editor,"A pixel editor with a modal interface that allows you to create still and
animated pixel art.",text,2020-W27
https://raphlinus.github.io/xi/2020/06/27/xi-retrospective.html,xi-editor retrospective,"An article reflecting back on the 4 years the XI editor has been in
development, from early ambitions to roadblockers and assumptions that turned
out to be not quite right.",text,2020-W27
https://use-the-index-luke.com/no-offset,We need tool support for keyset pagination,"A classic article on the implications of paginating SQL using offset and the
benefits of the alternative approach.

I was revisiting this article to try to optimise a query on a large SQLite
table (191 million records) but sadly SQLite does not implement `FETCH`.",text,2020-W27
https://mkaszubowski.com/2020/06/24/decomposing-models-lifecycle.html,Decomposing domain models based on lifecycles,"An article analysing the anemic domain model and how to recover from it using
the lifecycle of the data involved.",text,2020-W27
https://hacks.mozilla.org/2017/02/a-crash-course-in-just-in-time-jit-compilers/,A crash course in just-in-time (JIT) compilers,"An article on interpreters, compilers and how just-in-time compilers work.",text,2020-W27
https://www.nickwilcox.com/blog/arm_vs_x86_memory_model/,Examining ARM vs X86 Memory Models with Rust,An article exploring how ARM and x86 work.,text,2020-W27
https://nesslabs.com/cobra-effect,The Cobra Effect: how linear thinking leads to unintended consequences,"An article about the Cobra effect and some ideas on how to avoid it when
making decisions.",text,2020-W28
https://untools.co/ladder-of-inference,Ladder of inference,"A technique to methodically challenge your thinking in order to improve in
your decision making.",text,2020-W28
https://www.pyret.org/,Pyret,A programming language designed specifically for educational purposes.,text,2020-W28
https://levelup.gitconnected.com/no-cookies-no-problem-using-etags-for-user-tracking-3e745544176b,"No Cookies, No Problem — Using ETags For User Tracking","An article reminding us that when we say “cookies” we mean “any means you use
to track user behaviour”.",text,2020-W28
https://1linelayouts.glitch.me/,1-Line Layouts,A showcase of CSS layouts using either flexbox or grid.,text,2020-W28
https://vscodium.com/,Free/Libre Open Source Software Binaries of VSCode,"An binary distribution of the VSCode editor without the MicroSoft telemetry
and licensed as MIT instead of the [MS non-FLOSS licence](https://code.visualstudio.com/license).",text,2020-W28
https://www.hillelwayne.com/contract-examples/,Finding Property Tests,"An article explaining what property tests are and what are they good for.

From the same author, [Property Testing with Complex
Inputs](https://www.hillelwayne.com/post/property-testing-complex-inputs/)
explores further the potential of property testing around generating test
data.",text,2020-W29
https://github.com/augmentable-dev/gitqlite,gitqlite,"A tool to query [Git](https://git-scm.com/) repositories with SQL. Another
expression of SQLite's virtual tables.",text,2020-W29
https://hacks.mozilla.org/2020/07/testing-firefox-more-efficiently-with-machine-learning,Testing Firefox more efficiently with machine learning,"An article on how Firefox is trying to improve the performance of their
continuous integration by using machine learning to select the relevant subset
of tests to run for a given change.",text,2020-W29
https://petevilter.me/post/datalog-typechecking/,Turning the IDE Inside Out with Datalog,"An article exploring the potential benefits of using a Datalog to build an
Integrated Development Environment (IDE).",text,2020-W29
https://materialize.io/eventual-consistency-isnt-for-streaming/,Eventual Consistency isn’t for Streaming,"An article exploring the shortcomings of eventual consistency applied to
streaming systems.",text,2020-W29
https://aito.ai/blog/could-predictive-database-queries-replace-machine-learning-models/,Could predictive database queries replace machine learning models?,"An article on how predictive queries give a different approach than other
predictive methods. Let me pique your curiosity with a quote:

> Predictive queries resemble normal database queries with the exception that
they provide predictions about the unknown, while the traditional database
queries provide facts about the known",text,2020-W29
https://blog.logrocket.com/property-based-testing-in-rust-with-proptest/,Property-based testing in Rust with Proptest,A tutorial on property-based testing in Rust.,text,2020-W30
https://arxiv.org/html/0901.4016,"A Proposal for Proquints: Identifiers that are Readable, Spellable, and Pronounceable","An article defining a way to generate identifiers that are readable and
opaque. An attractive alternative to hexadecimal identifiers.",text,2020-W30
https://aeon.co/essays/the-dream-of-total-information-became-a-nightmare-in-postwar-china,Counting China,"An article narrating the relationship between statistics and China in the
1950's.",text,2020-W30
https://www.quantamagazine.org/mathematicians-discover-the-perfect-way-to-multiply-20190411/,Mathematicians Discover the Perfect Way to Multiply,"An article about the speed of the multiplication operation and how it
is a fundamental limit for more advanced problem solving in computers.",text,2020-W30
https://wiki.js.org/,Wiki.js,"An application to run your own wiki with an extensive set of extensions. It's
still in early development and missing some of the more interesting features
but definitely a tool to keep an eye on.",text,2020-W30
https://www.youtube.com/watch?v=Jes3bD6P0To,Tree-sitter - a new parsing system for programming tools,"A talk on a new (2018) approach to syntax highlighting in the Atom editor and
the potential of using tree syntaxes with an accessible API to that tree to
operate on it from the editor.",video,2020-W30
https://nullprogram.com/blog/2020/08/01/,Conventions for Command Line Options,"An article describing the classic conventions in Unix command line interfaces
and some of the problems derived from deviating from them.",text,2020-W31
https://github.com/alacritty/alacritty,Alacritty,"A terminal emulator, cross-platform and GPU accelerated. I've been following
this project for quite some time but now, with the new release, v0.5, I'm
adopting it as my main terminal.",text,2020-W31
https://ncase.me/loopy/,Loopy,A tool to draw interactive system diagrams.,text,2020-W31
https://codefaster.substack.com/p/mastering-jq-part-1-59c,Mastering JQ: Part 1,An tutorial on the basics of how jq works.,text,2020-W31
https://pnevyk.github.io/posts/query-system-in-rust/,Writing a simple query system in Rust,"An article explaining the rudiments of a query system pattern in Rust. A nice
opportunity to see a basic application of Rust reflection capabilities.",text,2020-W31
https://github.com/sharkdp/hexyl,Hexyl,"A tool to view the hexadecimal representation of a file. Similar to `hexdump`
but with bytes coloured by category.",text,2020-W31
https://ruder.io/nlp-beyond-english/,Why You Should Do NLP Beyond English,"An article highlighting the shortcomings in the current approach to natural
language processing and the risks that they carry.",text,2020-W32
https://www.youtube.com/watch?v=N6b44kMS6OM,Responsive compilers,"A talk introducing [Salsa](https://github.com/salsa-rs/salsa) and how Rust
is trying to build an incremental compiler that works well with IDEs.",video,2020-W32
https://lars.hupel.info/topics/crdt/01-intro/,An introduction to Conflict-Free Replicated Data Types,"A series introducing the foundations of Conflict-Free Replicated Data Types
(CRDT) and how they reconcile data across a distributed system.",text,2020-W32
https://github.com/pandera-dev/pandera,Pandera,A library to validate data structures in [Pandas](https://pandas.pydata.org/).,text,2020-W32
https://ghedam.at/15978/an-introduction-to-nix-shell,An introduction to nix-shell,"An article explaining the basics of `nix-shell` as a reproducible development
environment.

If the article leaves you with appetite for more, [nix.env](https://nix.dev/)
should be your next stop.",text,2020-W32
https://nesslabs.com/pre-mortem-anticipate-failure-with-prospective-hindsight,Pre-mortem: how to anticipate failure with prospective hindsight,"An article explaining the pre-mortem technique and how it helps manage the
optimism bias our team might have at the beginning of a project.",text,2020-W32
https://locallyoptimistic.com/post/git-for-data-not-a-silver-bullet,Git for Data: Not a Silver Bullet,"An article reflecting on [The Rise of
DataOps](https://towardsdatascience.com/the-rise-of-dataops-from-the-ashes-of-data-governance-da3e0c3ac2c4)
and describing a more classic append-only log approach to deal with how data
changes over time and keep enough reproducibility guarantees.",text,2020-W33
https://medium.com/young-coder/mozilla-the-greatest-tech-company-left-behind-9e912098a0e1,Mozilla: The Greatest Tech Company Left Behind,"An article reflecting on the impact of the recent layoffs in Mozilla.

You might also be interested in [Web browsers need to stop](https://drewdevault.com/2020/08/13/Web-browsers-need-to-stop.html),
a short rant on the state of web browsers in 2020.

Finally, [Open Standards are simple](https://portal.mozz.us/gemini/ebc.li/posts/open-standards-are-simple.gmi)
is a somewhat related article making a few interesting points on the effects
of complexity in openness.",text,2020-W33
https://github.com/Byron/gitoxide,gitoxide,"A reimplementation of Git written in Rust. It is still not feature complete
but the foundations are already there.",text,2020-W33
https://onelook.com/,One look,A dictionary search with partial word search.,text,2020-W33
https://www.growbyginkgo.com/2020/07/15/beyond-smart-rocks/,Beyond Smart Rocks,"An article touching on possible replacements for our current computers and in
particular on the potential of slime.",text,2020-W33
https://www.geopackage.org/,GeoPackage,"A format to structure geospatial information in SQLite.

A couple of weeks back I played with the UK geospatial information which
crystallised in [Addresspack](https://github.com/arnau/addresspack) which is a
tool to transform the odd format Ordnance Survey provides to a ready to use
SQLite database.

The good news is that now they are improving and starting to offer data in
GeoPackage which, besides using SQLite, defines a particular way to lay the
geospatial data.",text,2020-W33
https://blog.kevinjahns.de/are-crdts-suitable-for-shared-editing/,Are CRDTs suitable for shared editing?,"An article explaining the optimisations you can apply to CRDT structures to
keep their resource consumption in check.",text,2020-W34
https://www.nushell.sh,Nu shell,"A shell that focuses on structured data manipulation instead of raw streams. A
snippet to give you a taste:

```
nu> ls | sort-by size
────┬────────────────────────────────────┬──────┬────────┬─────────────
 #  │ name                               │ type │ size   │ modified
────┼────────────────────────────────────┼──────┼────────┼─────────────
  0 │ ./seachess/bulletins/2020-W34.toml │ File │  764 B │ 4 mins ago
  1 │ ./seachess/bulletins/2020-W22.toml │ File │ 1.5 KB │ 3 days ago
...
```",text,2020-W34
https://mssv.net/2020/08/16/digital-sight-management-and-the-mystery-of-the-missing-amazon-receipts/,"Digital Sight Management, and the Mystery of the Missing Amazon Receipts","An article about the future of wearable AR and the impact on corporations
that base their strength in amassing data.",text,2020-W34
https://github.com/opensource9ja/danfojs,danfo.js,"A library in JavaScript for high-performance for manipulating structured data
akin to [Pandas](https://pandas.pydata.org) in Python.",text,2020-W34
https://yoric.github.io/post/why-did-mozilla-remove-xul-addons/,Why Did Mozilla Remove XUL Add-ons?,"An article about the history of the Firefox extension model. If you where into
XUL back in the day, it might give you some closure.",text,2020-W34
https://jmap.io/,JMAP,"A standard for mail. An attempt to be a replacement for IMAP based on HTTPS
and JSON although not restricted to either.

It has been published as two internet standards:
[RFC8620](https://tools.ietf.org/html/rfc8620) and
[RFC8621](https://tools.ietf.org/html/rfc8621)",text,2020-W34
https://stackoverflow.blog/2020/08/24/motoko-the-language-that-turns-the-web-into-a-computer/,"Motoko, a programming language for building directly on the internet","An article about the Internet Computer project and how Motoko was designed
to support it using WebAssembly.",text,2020-W35
https://dev.to/bkolobara/lunatic-actor-based-webassembly-runtime-for-the-backend-36oj,Lunatic: Actor based WebAssembly runtime for the backend,"An article presenting a runtime written in Rust that works in an actor-based
model similar to Erlang with the difference of each actor being a WebAssembly
instance with its own dedicated permissions.",text,2020-W35
https://nocomplexity.com/documents/arplaybook/,Architecture Playbook,"A book on the different aspects of technical architecture (business, data,
software, etc).",text,2020-W35
https://people.well.com/user/doctorow/metacrap.htm,Metacrap: Putting the torch to seven straw-men of the meta-utopia,A classic on the topic of metadata and its usefulness.,text,2020-W35
https://nesslabs.com/productivity-porn,Productivity porn,"An article highlighting a couple of signs that are more about
procrastination than productivity.

You might also enjoy [Planning fallacy](https://nesslabs.com/planning-fallacy)
from the same author.",text,2020-W35
https://rushter.com/blog/gzip-indexing/,How to turn an ordinary gzip archive into a database,"An article about how to use the gzip concatenation feature to achieve random
access.",text,2020-W35
https://github.com/pemistahl/grex,Grex,A command-line tool to generate regular expressions from test cases.,text,2020-W36
https://github.com/hoffstadt/DearPyGui,Dear PyGui,A library in Python to draw GPU-accelerated graphical user interfaces.,text,2020-W36
https://github.com/andmarti1424/sc-im,SC-IM,A terminal-based spreadsheet with a Vim flavour.,text,2020-W36
https://www.alexpghayes.com/blog/many-models-workflows-in-python-part-i,Many models workflows in python: part i,An article porting Hadley Wickham's approach to data analysis to Python.,text,2020-W36
https://bytecodealliance.org/articles/reference-types-in-wasmtime,WebAssembly Reference Types in Wasmtime,"An article explaining with examples the Reference Types proposal for
WebAssembly.",text,2020-W36
https://www.usenix.org/conference/soups2020/presentation/bird,Replication: Why We Still Can't Browse in Peace: On the Uniqueness and Reidentifiability of Web Browsing Histories,"A paper analysing the privacy threat that browser history leakage impose to
individuals. This work replicates and extends the 2012 paper “Why Johnny Can't
Browse in Peace: On the Uniqueness of Web Browsing History Patterns”.",pdf,2020-W36
https://halite.io/,Halite,"A game where participants have to write a bot in order to play.

I found it via [Halite III Bot Development Kit in Rust](https://sgolem.com/halite-iii-bot-development-kit-in-rust)",text,2020-W37
https://dbdb.io/,Database of databases,"A catalogue of databases classified by licence, programming language and more.",text,2020-W37
https://weinholt.se/articles/non-posix-filesystems/,Non-POSIX file systems,An article about file systems and their history.,text,2020-W37
https://g6.antv.vision,G6 Graph Visualization Engine,A library in TypeScript to manage graph visualisations and analysis.,text,2020-W37
https://wascc.dev,waSCC,"A dynamic, elastically scalable WebAssembly host runtime for securely connecting
actors and capability providers.",text,2020-W37
https://ahelwer.ca/post/2020-04-15-probabilistic-distsys/,How do you reason about a probabilistic distributed system?,"An article about the implications of designing distributed systems for probabilistic consensus protocols.

Even if distributed systems is not your thing, [PRISM](https://www.prismmodelchecker.org) the probabilistic model checker is worth a look.",text,2020-W37
https://sequoia-pgp.org/,Sequoia PGP,A command line interface and library implementing OpenPGP in Rust.,text,2020-W38
https://kroki.io/,Kroki,"A service that unifies a large set of engines for textual diagrams under the
same API.",text,2020-W38
https://foundation.mozilla.org/en/initiatives/data-futures/,Data Futures,A study on data governance aiming to identify alternatives to the current monopolies.,text,2020-W38
https://distill.pub/2020/communicating-with-interactive-articles/,Communicating with Interactive Articles,An interactive article about communicating with interactive articles.,text,2020-W38
https://m.signalvnoise.com/options-not-roadmaps/,"Options, Not Roadmaps",An article explaining an alternative to roadmaps.,text,2020-W38
https://www.alexmurrell.co.uk/articles/the-forecasting-fallacy,The forecasting fallacy,An article showcasing the aberrant accuracy of professional predictors.,text,2020-W38
https://themarkup.org/blacklight/2020/09/22/blacklight-tracking-advertisers-digital-privacy-sensitive-websites,The High Privacy Cost of a “Free” Website,"An article on the risks of using services that cost no money. Cookies, fingerprinting, session recording and other horror stories.",text,2020-W39
https://sequencediagram.org/,Sequence diagram,A service to draw UML sequence diagrams.,text,2020-W39
https://pair.withgoogle.com/explorables/anonymization/,How randomized response can help collect sensitive information responsibly,An interactive article explaining a technique to reduce the risks of accidental deanonymisation.,text,2020-W39
https://paschermayr.github.io/post/statespacemodels-1-a-primer-on-state-space-models/,A Primer on State Space Models,"An article introducing a series on state space models (SSM). Hidden Markov Chains, Hidden Semi-Markov Chains and other beasts tamed with a few lines of [Julia](https://julialang.org/).",text,2020-W39
https://tratt.net/laurie/blog/entries/which_parsing_approach.html,Which Parsing Approach?,"An article explaining different parsing strategies and their trade-offs.

If you enjoyed it, “[Challenging LR Parsing](https://rust-analyzer.github.io//blog/2020/09/16/challeging-LR-parsing.html)”
is a great response in the context of parsers that need tolerance to errors such as syntax highlighters and IDEs.",text,2020-W39
https://wiredforge.com/blog/sqlite-parser-pt-1/index.html,SQLite File Parser Pt. 1: The Header,A tutorial walking through a Rust implementation of a SQLite file format parser.,text,2020-W39
https://vimacapp.com/,Vimium for MacOS,An application to move around MacOS with the keyboard a-la Vim.,text,2020-W40
https://research.swtch.com/qart,QArt Codes,An article on how QR codes work and how to exploit its tolerance to errors to embed images in them.,text,2020-W40
https://docs.greatexpectations.io/,Great Expectations,A tool to harness testing for data pipelines.,text,2020-W40
https://go-compression.github.io/,The Hitchhiker’s Guide to Compression,"A guide on compression algorithms. The interactive section, once complete, will be an excellent place to get an intuition on how each algorithm work.",text,2020-W40
https://jupytext.readthedocs.io/,Jupytext,"A tool to save [Jupyter notebooks](https://jupyter.org/) as extended Markdown or marked Python, R, Julia scripts.

[Deepnote](https://deepnote.com/) might interest you if you are after a collaborative notebook experience.",text,2020-W40
https://www.dbcrossbar.org/,dbcrossbar,"A tool to copy tabular data between databases, CSV files and cloud storage.",text,2020-W40
https://blog.logrocket.com/supercharge-your-electron-apps-with-rust/,Supercharge your Electron apps with Rust,A tutorial on using Rust to build a library callable from Electron.,text,2020-W41
https://www.youtube.com/watch?v=x7drE24geUw,CRDTs: The Hard Parts,A talk on CRDTs and the challenges currently unsolved to make them usable outside research.,video,2020-W41
https://www.nngroup.com/articles/pdf-unfit-for-human-consumption/,"PDF: Still Unfit for Human Consumption, 20 Years Later","An article with the results of the research on the usability of PDF files for online reading.

Unsurprisingly, the gist of it is:

> Do not use PDFs to present digital content that could and should otherwise be a web page.",text,2020-W41
https://rdambrosio016.github.io/rust/2020/09/18/pure-ast-based-linting-sucks.html,Pure AST based linting sucks,An article on the issues of implementing a linter using abstract syntax trees (ASTs).,text,2020-W41
http://www.saraadkins.com/portfolio.html#letsgo,Lets Go,An algorithmic step sequencer and melody generator based on a live game of Go.,text,2020-W41
https://airbnb.io/visx/,visx,A collection of visualization primitives for React.,text,2020-W41
https://wireflow.co/,Wireflow,A tool to create flow diagrams to represent websites and applications.,text,2020-W42
http://worrydream.com/#!/LearnableProgramming,Learnable Programming,An essay on how to approach teaching how to program through criticising an online service as it was back in 2012.,text,2020-W42
https://www.tandfonline.com/doi/full/10.1080/00031305.2017.1375989,Data Organization in Spreadsheets,"An article with the view that spreadsheets should be only considered for data entry and storage and avoided other matters such as analysis. It offers as well uncontroversial advice on how to organise and tidy your tabular data.

You might also be interested in the [horror stories](http://www.eusprig.org/horror-stories.htm) from the European Spreadsheet Risk Interest Group.",text,2020-W42
https://www.osohq.com/post/polar-adventure,Polar Adventure: A text-based adventure game written in Polar,"An article on using Polar, an embedded logic programming language, for making
a game. [Polar](https://github.com/osohq/oso) looks like a very interesting
project to extend your program with logic rules to encode complex policy rules
in a terse way.",text,2020-W42
https://programminghistorian.org/,The Programming Historian,"A collection of tutorials to help learn digital tools, techniques and workflows to facilitate research and teaching.",text,2020-W42
https://www.tweag.io/blog/2020-08-12-poetry2nix/,Developing Python with Poetry & Poetry2nix: Reproducible flexible Python environments,An article on how to set up a reliable Python environment with Poetry and Nix.,text,2020-W42
https://www.visidata.org/,VisiData,A tool to work with tabular data in the terminal.,text,2020-W43
https://restoreprivacy.com/firefox-privacy/,Firefox Privacy – The Complete How-To Guide,A list of recommendations to tweak your Firefox configuration to improve on privacy.,text,2020-W43
https://www.youtube.com/watch?v=2BHV1p2QzNw,LDflex: a Read/Write Linked Data Abstraction for Front-End Web Developers,"A video on why the Semantic Web has failed to attract developers and a proposal to fix that.

Although LDflex looks like an attempt on the right direction in order to popularise the web of data, it still fails to prevent RDF primitives such as URIs and namespaces leaking into higher abstractions.",video,2020-W43
https://deislabs.io/posts/introducing-wagi-easiest-way-to-build-webassembly-microservices/,Introducing WAGI: The Easiest Way to Build WebAssembly Microservices,"An article on WAGI, an experiment to use WebAssemby on microserivce architectures applying some classic ideas from CGI.",text,2020-W43
https://sw.kovidgoyal.net/kitty/,Kitty,"A terminal emulator capable of displaying images. This terminal has replaced my previous setup of Alacritty, iTerm and tmux.

The [combination of Kitty with data visualisation tools](https://sw.kovidgoyal.net/kitty/integrations.html#system-and-data-visualisation-tools) is worth playing with.",text,2020-W43
https://capiche.com/e/markdown-history,The story behind Markdown,A tale on the roots Markdown grew from.,text,2020-W43
https://corte.si/posts/visualisation/binvis/index.html,Visualizing binaries with space-filling curves,An article on a technique to visualise binary file patterns.,text,2020-W44
http://www.jezzamon.com/fourier/index.html,An Interactive Introduction to Fourier Transforms,"A tutorial on Fourier transforms with examples on how are they applied to waves, epicycles and JPEGs.",text,2020-W44
https://dmytri.dev/terminusdb-todoapp/,TerminusDB TodoMVC,"A tutorial on how to use [TerminusDB](https://terminusdb.com/) using the JavaScript SDK.
With the trend of knowledge base, RDF triplestores have an opportunity to click with a wider audience.",text,2020-W44
https://virtualddd.com/learning-ddd/,Virtual DDD,A collection of curated content on Domain Driven Development.,text,2020-W44
https://www.vice.com/en/article/pam43n/why-the-pdf-is-secretly-the-worlds-most-important-file-format,Why the PDF Is Secretly the World's Most Important File Format,"An article telling the story of PDF, its ambition and how it turned out to be.",text,2020-W44
https://embracethered.com/blog/posts/2020/husky-ai-image-rescaling-attacks/,Machine Learning Attack Series: Image Scaling Attacks,An article explaining an attack to tamper with a Machine Learning model.,text,2020-W44
https://davidgerard.co.uk/blockchain/2020/11/05/calibre-epub-and-epubcheck-the-curse-of-editing-xhtml/,"Calibre, ePub and epubcheck: the curse of editing XHTML",An article on the horrors of building an ePub.,text,2020-W45
https://people.kernel.org/monsieuricon/signed-git-pushes,Signed git pushes,An article introducing [signed git pushes](https://git-scm.com/docs/git-push#Documentation/git-push.txt---signedtruefalseif-asked) to record a transparency log for reliable auditing.,text,2020-W45
https://daverupert.com/2020/11/technical-debt-as-a-lack-of-understanding/,Technical debt as a lack of understanding,An article arguing that refactoring is an exercise of reviewing your understanding of the codebase.,text,2020-W45
https://github.com/atanunq/viu,Viu,"A tool to display images in the terminal. It is compatible with the Kitty graphics protocol but fallsback to lower half blocks for other terminals.

I found some discrepancies with the ratios in comparison with Kitty's `icat` but it is substantially faster.",text,2020-W45
https://yqnn.github.io/svg-path-editor/,SVG Path editor,"A tool to edit SVG paths in the browser. If you ever wanted to learn how paths work, this tool gives you the right environment to do so.",text,2020-W45
https://productcoalition.com/product-thinking-vs-project-thinking-380692a2d4e,Product Thinking vs. Project Thinking,An article on the differences between project and product management. I would add to this that the funding/budgeting model can transform any well-intended product mananagement in a broken product management.,text,2020-W45
https://www.gingerbill.org/article/2020/06/21/the-ownership-semantics-flaw/,The Fatal Flaw of Ownership Semantics,An article on the implications of Ownership Semantics' linear nature and the solutions based on indices/handlers.,text,2020-W46
https://shunsukesaito.github.io/PIFuHD/,PIFuHD: Multi-Level Pixel-Aligned Implicit Function for High-Resolution 3D Human Digitization,An implementation in pytorch of a deep neural network model to extrude 3D human shapes from a single image.,text,2020-W46
https://obsoletemedia.org/,Obsolete Media Museum,A collection of obsolete media formats.,text,2020-W46
https://github.com/dabreegster/abstreet/,A/B Street,"A traffic simulator exploring how small changes affect the movement of drivers, cyclists and pedestrians.",text,2020-W46
https://contractfortheweb.org/,Contract for the Web,An initiative by Tim Berners-Lee to try to make the online world safe and empowering for everyone.,text,2020-W46
https://videoinu.com/blog/firefox-reader-view-heuristics/,How does Firefox's Reader View work?,An article analysing how the Reader View feature in Firefox works.,text,2020-W46
